C#,CNAME,PERIOD,CREDIT,TEACHER
2004,生物化学-2,48.0,3.0,"彭韵桦,李剑君"
2005,生物信息学,64.0,3.0,"杨铁林,陈晓峰"
2006,生物信息学,64.0,3.0,"杨铁林,陈晓峰"
2007,发酵综合开放实验,48.0,1.5,高美丽
2008,生物创新综合实验-1,64.0,2.0,"孔宇,高美丽"
2009,生命科学综合实验-1,32.0,1.0,"孔宇,孙书洪,李华,侯占武"
2010,生命科学前沿,32.0,2.0,"王昌河,丁毅,张义磊,谢文俊,黄荣,徐华栋,彭韵桦,李昊"
2011,神经生物学与脑科学,32.0,2.0,李延海
2012,代谢组学,32.0,2.0,"田中民,杨哲"
2013,合成生物学,32.0,2.0,谭丹
2014,合成生物学,32.0,2.0,谭丹
2015,生物制药技术,32.0,2.0,高美丽
2016,发酵技术与应用,32.0,2.0,高美丽
2017,基因编辑与基因治疗,32.0,2.0,陈锋
2018,生物组学与精准医学,32.0,2.0,"许洁,曹可"
2019,衰老生物学,32.0,2.0,"许洁,曹可"
2020,干细胞与再生医学,32.0,2.0,耿晶
2021,生物科技史,32.0,2.0,时乐
2022,生化仪器分析,32.0,2.0,"武亚艳,赵永席"
2023,生命起源与生物进化,32.0,2.0,"刘晓刚,吴道澄"
2024,华夏文明探源工程概述,32.0,2.0,"李源,谢磊,张虎勤"
2025,探索生命奥秘—生命科学史,32.0,2.0,高琨
2026,生命科学与交叉领域前沿,40.0,2.0,"郭莉,丁岩,赵越,亓树艳,孙书洪,姜曼,李华,孔宇"
2027,科研思维训练-2,16.0,0.5,"许丹,彭韵桦,成瀛,林敏,冯怡,杨哲,李昊"
2028,科研思维训练-2,16.0,0.5,"许丹,冯怡,林敏,成瀛,彭韵桦,杨哲,李昊"
2029,科研思维训练-2,16.0,0.5,"许丹,冯怡,林敏,彭韵桦,成瀛,杨哲,李昊"
2030,会计学,48.0,3.0,毛秋蓉
2031,生活中的经济学,32.0,2.0,乔志林
2032,破解中国经济发展之谜,32.0,2.0,李英东
2033,电子商务物流管理,32.0,2.0,魏修建
2034,电子商务物流管理,32.0,2.0,周博
2035,电子商务原理,36.0,2.0,徐晓瑜
2036,网络经济学,34.0,2.0,"王智鑫,徐晓瑜"
2037,客户关系管理,32.0,2.0,王维
2038,多媒体技术,40.0,2.0,杨超凡
2039,电子政务,36.0,2.0,王立华
2040,人工智能概论,40.0,2.0,周博
2041,金融电子商务,40.0,2.0,张桂清
2042,经济学专业导论,16.0,1.0,"李聪,宋丽颖,杨万平,乔志林,李双燕,马草原,刘航,马贵元"
2043,经济学专业导论,16.0,1.0,"李双燕,杨万平,乔志林,宋丽颖,马贵元,李聪,刘航,马草原"
2044,宏观经济学Ⅱ,32.0,2.0,冯亚萍
2045,宏观经济学,64.0,4.0,贾小玫
2046,微观经济学,64.0,4.0,程瑜
2047,微观经济学,64.0,4.0,"王文,戴小勇"
2048,微观经济学,64.0,4.0,"张妍,沈灏"
2049,微观经济学,64.0,4.0,李华清
2050,微观经济学,64.0,4.0,"李英东,贾智杰"
2051,中级宏观经济学,48.0,3.0,"魏玮,赵方"
2052,博弈论,48.0,3.0,闫大卫
2053,人力资源管理,32.0,2.0,赵志平
2054,微观经济学,48.0,3.0,李华清
2055,公司理财,48.0,3.0,张成毅
2056,市场营销,32.0,2.0,张慧芳
2057,博弈论,48.0,3.0,闫大卫
2058,行为经济学,32.0,2.0,张蕾
2059,制度经济学,32.0,2.0,程瑜
2060,资本论选读,32.0,2.0,赵方
2061,环境与资源经济学,32.0,2.0,贾智杰
2062,公共经济学,32.0,2.0,贾小玫
2063,经济学概论,32.0,2.0,李华清
2064,行为经济学,40.0,2.0,"张蕾,乔志林"
2065,博弈论,32.0,2.0,王锋
2066,博弈论,32.0,2.0,王锋
2067,实验经济学,32.0,2.0,张蕾
2068,博弈论,32.0,2.0,闫大卫
2069,金融学,44.0,2.5,马瑶
2070,金融学,48.0,2.5,马文涛
2071,金融学,48.0,2.5,马瑶
2072,金融学,48.0,2.5,"高蓓,张昭"
2073,经济大数据分析,48.0,2.5,"李淑彪,王莹,董志龙,周博"
2074,经济大数据分析,48.0,2.5,"李淑彪,周博,董志龙,王莹"
2075,国际金融学,40.0,2.5,何建奎
2076,国际金融学,40.0,2.5,何建奎
2077,国际金融学,40.0,2.5,"高蓓,何建奎"
2078,中央银行学,32.0,2.0,景薇
2079,公司金融,32.0,2.0,李倩
2080,连续时间金融,32.0,2.0,王坤
2081,固定收益证券,32.0,2.0,王雪萍
2082,算法与数据结构,32.0,2.0,李淑彪
2083,政府预算管理,24.0,1.5,王俊霞
2084,公债学,32.0,2.0,鄢哲明
2085,中央银行学,32.0,2.0,景薇
2086,金融学,48.0,3.0,张昭
2087,经济学,48.0,3.0,贾小玫
2088,证券投资学,32.0,2.0,邢光远
2089,公司金融,32.0,2.0,毛秋蓉
2090,金融市场学,48.0,3.0,毛秋蓉
2091,税务筹划,36.0,2.0,"薛晓琳,张雅丽"
2092,建行企业文化与普惠金融,32.0,2.0,李淑彪
2093,金融科技前沿讲座,32.0,2.0,李淑彪
2094,数字货币与金融风险管理,32.0,2.0,李锐
2095,现代金融学,48.0,3.0,马瑶
2096,数字经济概论,32.0,2.0,"林颖,樊仲琛"
2097,经济学原理,16.0,1.0,李华清
2098,随机过程,32.0,2.0,王坤
2099,投资项目评估,32.0,2.0,毛英
2100,金融工程,32.0,2.0,薛宏刚
2101,金融风险管理,32.0,2.0,马草原
2102,互联网金融,32.0,2.0,"张成虎,王雪萍,王莹,李淑彪"
2103,互联网金融,32.0,2.0,"张成虎,李淑彪,王雪萍,王莹"
2104,政府采购管理,32.0,2.0,"宋丽颖,冯晨"
2105,税收学,32.0,2.0,姚公安
2106,外国税制,32.0,2.0,刘华
2107,金融工程案例分析,32.0,2.0,李岩
2108,金融大数据应用,40.0,2.0,"王莹,董志龙"
2109,投资基金管理,32.0,2.0,景薇
2110,量化投资技术与方法,32.0,2.0,"元向辉,李岩"
2111,投资学,32.0,2.0,范睿
2112,经济金融中的数理模型,32.0,2.0,"张成毅,董志龙,马贵元"
2113,财税应用研究基础,32.0,2.0,程可为
2114,证券市场前沿与实务,32.0,2.0,程茂勇
2115,宏观经济学,32.0,2.0,闫大卫
2116,微观经济学,32.0,2.0,李华清
2117,中国经济改革的理论与实践,32.0,2.0,程瑜
2118,世界经济史,32.0,2.0,冯亚萍
2119,经济学经典文献阅读和研究,16.0,1.0,程瑜
2120,新结构经济学,32.0,2.0,樊仲琛
2121,经贸汉语,64.0,4.0,徐丽华
2122,国际市场营销学,40.0,2.5,赵锴
2123,国际商务,40.0,2.5,陈绍俭
2124,国际贸易实务,40.0,2.5,魏佳
2125,跨国公司经营管理,32.0,2.0,王增涛
2126,国际市场营销学,40.0,2.0,"袁晓玲,赵锴"
2127,国际商务,32.0,2.0,陈绍俭
2128,国际贸易实务,36.0,2.0,魏佳
2129,世界经济地理,32.0,2.0,杨少华
2130,世界经济地理,32.0,2.0,杨少华
2131,国际技术与服务贸易,32.0,2.0,杨万平
2132,商务英语,32.0,2.0,徐丽华
2133,国际经济合作,32.0,2.0,赵锴
2134,跨境电子商务,40.0,2.0,徐丽华
2135,统计学,32.0,2.0,吴静娴
2136,统计学,32.0,2.0,吴静娴
2137,统计学,32.0,2.0,吴静娴
2138,统计学,32.0,2.0,吴静娴
2139,国民经济统计学,32.0,2.0,周亚莉
2140,多元统计分析,44.0,2.5,严明义
2141,国民经济统计学,40.0,2.5,周亚莉
2142,产业经济学,48.0,2.5,蒋仁爱
2143,产业经济学,48.0,2.5,樊仲琛
2144,产业经济学,48.0,2.5,樊仲琛
2145,管理学,40.0,2.5,"宋林,吴春颖"
2146,管理学,40.0,2.5,"郭磊,吴春颖"
2147,现代物流管理,32.0,2.0,LI ZHENG
2148,公共关系学,24.0,1.5,刘泓汛
2149,连锁经营与管理,24.0,1.5,彭晖
2150,战略管理,32.0,2.0,亢延锟
2151,价格理论与实践,32.0,2.0,李江龙
2152,商业伦理学,32.0,2.0,彭晖
2153,商业伦理学,32.0,2.0,彭晖
2154,商务谈判,32.0,2.0,杨少华
2155,经济博弈论,32.0,2.0,王锋
2156,博弈论与信息经济学,32.0,2.0,王锋
2157,科研训练-2,32.0,1.0,丁卫
2158,中国法律史,32.0,2.0,杜军强
2159,国际法（英）,32.0,2.0,"单文华,谷婀娜"
2160,劳动与社会保障法学,32.0,2.0,王玉苹
2161,法律诊所,0.0,2.0,"张紫薇,苟学珍"
2162,商法学,48.0,3.0,楼晓
2163,国际经济法学,48.0,3.0,林雪贞
2164,经济法,48.0,3.0,"齐鹏,王碧"
2165,民法学与民事诉讼法学,48.0,3.0,聂卫锋
2166,法理学,48.0,3.0,苟学珍
2167,法律职业伦理,32.0,2.0,王碧
2168,国际私法学（英）,32.0,2.0,郭剑萍
2169,国际经济法学,32.0,2.0,陈虹睿
2170,国际经济法学（英）,32.0,2.0,"王鹏,谷婀娜"
2171,国际私法学,32.0,2.0,李万强
2172,知识产权法Ⅰ,32.0,2.0,李晓鸣
2173,知识产权法Ⅱ,32.0,2.0,周方
2174,刑法分论,48.0,3.0,苏青
2175,民法分论,64.0,4.0,"薛华,马宁,曹晓路"
2176,民法分论,64.0,4.0,"薛华,曹晓路,马宁"
2177,商法,32.0,2.0,楼晓
2178,商法,32.0,2.0,王玥
2179,经济法,32.0,2.0,"吴锐,苟学珍"
2180,经济法,32.0,2.0,冯宪芬
2181,当代国际关系,32.0,2.0,王鹏
2182,外国法制史,32.0,2.0,王玉苹
2183,立法学,32.0,2.0,张艾思
2184,法律方法,32.0,2.0,季雪亮
2185,亲属与继承法,32.0,2.0,曹晓路
2186,公司法,32.0,2.0,张冰
2187,金融法,32.0,2.0,曹毅搏
2188,信息安全法学,32.0,2.0,王玥
2189,律师制度与实务,32.0,2.0,王新雷
2190,国际投资法,32.0,2.0,"单文华,张生"
2191,侵权法,32.0,2.0,聂卫锋
2192,国际知识产权法,32.0,2.0,权彦敏
2193,国际投资法（英）,32.0,2.0,"杜娟,张生"
2194,国际商法,32.0,2.0,陈虹睿
2195,英美案例选读,32.0,2.0,冯雪
2196,法律翻译与法律英语写作,32.0,2.0,张紫薇
2197,法庭辩论与法律谈判,32.0,1.0,"李晓鸣,寿媛君"
2198,法律诊所,32.0,1.0,"苟学珍,张紫薇"
2199,生命与伦理,32.0,2.0,"冯亮,宋彬,王玥,雒自新,魏琳"
2200,生命与伦理,32.0,2.0,"宋彬,王玥,冯亮,雒自新,魏琳"
2201,论语的智慧,32.0,2.0,陆卫明
2202,西迁精神与大学文化,16.0,1.0,"苏玉波,成进,梁辉,史瑞琼,杨澜涛,程洪莉,李重"
2203,中华民族共同体概论,32.0,2.0,"李婧,徐慧,燕连福"
2204,课程设计,0.0,1.0,宋希斌
2205,中国近现代史纲要,32.0,2.0,靳小勇
2206,中国近现代史纲要,32.0,2.0,张铁云
2207,中国近现代史纲要,32.0,2.0,张铁云
2208,中国近现代史纲要,32.0,2.0,宋希斌
2209,中国近现代史纲要,32.0,2.0,宋希斌
2210,中国近现代史纲要,32.0,2.0,宋希斌
2211,中国近现代史纲要,32.0,2.0,宋希斌
2212,中国近现代史纲要,32.0,2.0,郝一博
2213,中国近现代史纲要,32.0,2.0,赵斌
2214,中国近现代史纲要,32.0,2.0,赵斌
2215,中国近现代史纲要,32.0,2.0,赵斌
2216,中国近现代史纲要,32.0,2.0,赵斌
2217,中国近现代史纲要,32.0,2.0,赵斌
2218,中国近现代史纲要,32.0,2.0,靳小勇
2219,中国近现代史纲要,32.0,2.0,靳小勇
2220,中国近现代史纲要,32.0,2.0,靳小勇
2221,中国近现代史纲要,32.0,2.0,马金玲
2222,中国近现代史纲要,32.0,2.0,张铁云
2223,中国近现代史纲要,32.0,2.0,何瑞
2224,中国近现代史纲要,32.0,2.0,何瑞
2225,中国近现代史纲要,32.0,2.0,何瑞
2226,中国近现代史纲要,32.0,2.0,何瑞
2227,中国近现代史纲要,32.0,2.0,何瑞
2228,中国近现代史纲要,32.0,2.0,何瑞
2229,中国近现代史纲要,32.0,2.0,何瑞
2230,中国近现代史纲要,32.0,2.0,达雅楠
2231,中国近现代史纲要,32.0,2.0,达雅楠
2232,中国近现代史纲要,32.0,2.0,郭怡菲
2233,中国近现代史纲要,32.0,2.0,郭怡菲
2234,中国近现代史纲要,32.0,2.0,高武
2235,中国近现代史纲要,32.0,2.0,刘哲民
2236,中国近现代史纲要,32.0,2.0,刘哲民
2237,中国近现代史纲要,32.0,2.0,刘哲民
2238,中国近现代史纲要,32.0,2.0,刘哲民
2239,中国近现代史纲要,32.0,2.0,刘哲民
2240,中国近现代史纲要,32.0,2.0,刘哲民
2241,中国近现代史纲要,32.0,2.0,王书吟
2242,中国近现代史纲要,32.0,2.0,王书吟
2243,中国近现代史纲要,32.0,2.0,王书吟
2244,中国近现代史纲要,32.0,2.0,王书吟
2245,中国近现代史纲要,32.0,2.0,王书吟
2246,中国近现代史纲要,32.0,2.0,王书吟
2247,中国近现代史纲要,32.0,2.0,王书吟
2248,中国近现代史纲要,32.0,2.0,李园园
2249,中国近现代史纲要,32.0,2.0,李园园
2250,中国近现代史纲要,32.0,2.0,李园园
2251,中国近现代史纲要,32.0,2.0,李园园
2252,中国近现代史纲要,32.0,2.0,李园园
2253,中国近现代史纲要,32.0,2.0,李园园
2254,中国近现代史纲要,32.0,2.0,李园园
2255,中国近现代史纲要,32.0,2.0,郝一博
2256,中国近现代史纲要,32.0,2.0,郝一博
2257,中国近现代史纲要,32.0,2.0,郝一博
2258,中国近现代史纲要,32.0,2.0,郝一博
2259,中国近现代史纲要,32.0,2.0,郝一博
2260,中国近现代史纲要,32.0,2.0,郝一博
2261,中国近现代史纲要,32.0,2.0,宋希斌
2262,中国近现代史纲要,32.0,2.0,马金玲
2263,中国近现代史纲要,32.0,2.0,马金玲
2264,中国近现代史纲要,32.0,2.0,靳小勇
2265,中国近现代史纲要,32.0,2.0,马金玲
2266,中国近现代史纲要,32.0,2.0,高武
2267,中国近现代史纲要,32.0,2.0,高武
2268,形势与政策2（民族预科）,32.0,2.0,李家胜
2269,形势与政策,32.0,2.0,李家胜
2270,形势与政策,32.0,2.0,李家胜
2271,形势与政策,32.0,2.0,李家胜
2272,形势与政策,32.0,2.0,李家胜
2273,形势与政策,32.0,2.0,李家胜
2274,形势与政策,32.0,2.0,李家胜
2275,形势与政策,32.0,2.0,李家胜
2276,形势与政策,32.0,2.0,李家胜
2277,形势与政策,32.0,2.0,李家胜
2278,形势与政策,32.0,2.0,李家胜
2279,形势与政策,32.0,2.0,李家胜
2280,形势与政策,32.0,2.0,李家胜
2281,形势与政策,32.0,2.0,李家胜
2282,形势与政策,32.0,2.0,李家胜
2283,形势与政策,32.0,2.0,李家胜
2284,形势与政策,32.0,2.0,李家胜
2285,形势与政策,32.0,2.0,李家胜
2286,形势与政策,32.0,2.0,李家胜
2287,形势与政策,32.0,2.0,李家胜
2288,形势与政策,32.0,2.0,李家胜
2289,形势与政策,32.0,2.0,李家胜
2290,形势与政策,32.0,2.0,李家胜
2291,形势与政策,32.0,2.0,李家胜
2292,形势与政策,32.0,2.0,李家胜
2293,形势与政策,32.0,2.0,李家胜
2294,形势与政策,32.0,2.0,李家胜
2295,形势与政策,32.0,2.0,李家胜
2296,形势与政策,32.0,2.0,李家胜
2297,形势与政策,32.0,2.0,李家胜
2298,形势与政策,32.0,2.0,李家胜
2299,形势与政策,32.0,2.0,李家胜
2300,形势与政策,32.0,2.0,李家胜
2301,形势与政策,32.0,2.0,李家胜
2302,形势与政策,32.0,2.0,李家胜
2303,形势与政策,32.0,2.0,李家胜
2304,形势与政策,32.0,2.0,李家胜
2305,形势与政策,32.0,2.0,李家胜
2306,形势与政策,32.0,2.0,李家胜
2307,形势与政策,32.0,2.0,李家胜
2308,形势与政策,32.0,2.0,李家胜
2309,形势与政策,32.0,2.0,李家胜
2310,形势与政策,32.0,2.0,李家胜
2311,形势与政策,32.0,2.0,李家胜
2312,形势与政策,32.0,2.0,李家胜
2313,形势与政策,32.0,2.0,李家胜
2314,形势与政策,32.0,2.0,李家胜
2315,形势与政策,32.0,2.0,李家胜
2316,形势与政策,32.0,2.0,李家胜
2317,形势与政策,32.0,2.0,李家胜
2318,马克思主义基本原理,48.0,3.0,李永胜
2319,马克思主义基本原理,48.0,3.0,景奎
2320,马克思主义基本原理,48.0,3.0,樊晓燕
2321,马克思主义基本原理,48.0,3.0,樊晓燕
2322,马克思主义基本原理,48.0,3.0,马小虎
2323,马克思主义基本原理,48.0,3.0,马小虎
2324,马克思主义基本原理,48.0,3.0,马小虎
2325,马克思主义基本原理,48.0,3.0,李超阳
2326,马克思主义基本原理,48.0,3.0,李超阳
2327,马克思主义基本原理,48.0,3.0,李超阳
2328,马克思主义基本原理,48.0,3.0,李超阳
2329,马克思主义基本原理,48.0,3.0,刘婧鸣
2330,马克思主义基本原理,48.0,3.0,刘婧鸣
2331,马克思主义基本原理,48.0,3.0,刘婧鸣
2332,马克思主义基本原理,48.0,3.0,刘婧鸣
2333,马克思主义基本原理,48.0,3.0,唐敏
2334,马克思主义基本原理,48.0,3.0,唐敏
2335,马克思主义基本原理,48.0,3.0,卫离东
2336,马克思主义基本原理,48.0,3.0,唐敏
2337,马克思主义基本原理,48.0,3.0,王亮
2338,马克思主义基本原理,48.0,3.0,王亮
2339,马克思主义基本原理,48.0,3.0,范玉仙
2340,马克思主义基本原理,48.0,3.0,范玉仙
2341,马克思主义基本原理,48.0,3.0,景奎
2342,马克思主义基本原理,48.0,3.0,景奎
2343,马克思主义基本原理,48.0,3.0,李永胜
2344,马克思主义基本原理,48.0,3.0,胡晓迪
2345,马克思主义基本原理,48.0,3.0,胡晓迪
2346,马克思主义基本原理,48.0,3.0,胡晓迪
2347,马克思主义基本原理,48.0,3.0,梁军
2348,马克思主义基本原理,48.0,3.0,孟书敏
2349,马克思主义基本原理,48.0,3.0,孟书敏
2350,马克思主义基本原理,48.0,3.0,吴鹏
2351,马克思主义基本原理,48.0,3.0,吴鹏
2352,马克思主义基本原理,48.0,3.0,杨梦瑶
2353,马克思主义基本原理,48.0,3.0,李天姿
2354,马克思主义基本原理,48.0,3.0,李重
2355,马克思主义基本原理,48.0,3.0,王哲
2356,马克思主义基本原理,48.0,3.0,王哲
2357,马克思主义基本原理,48.0,3.0,马小虎
2358,马克思主义基本原理,48.0,3.0,杨栋
2359,马克思主义基本原理,48.0,3.0,李天姿
2360,马克思主义基本原理,48.0,3.0,杨梦瑶
2361,马克思主义基本原理,48.0,3.0,杨梦瑶
2362,马克思主义基本原理,48.0,3.0,杨梦瑶
2363,马克思主义基本原理,48.0,3.0,赵琛
2364,马克思主义基本原理,48.0,3.0,赵琛
2365,马克思主义基本原理,48.0,3.0,林星
2366,马克思主义基本原理,48.0,3.0,林星
2367,马克思主义基本原理,48.0,3.0,李晶
2368,马克思主义基本原理,48.0,3.0,李晶
2369,马克思主义基本原理,48.0,3.0,黄敏
2370,马克思主义基本原理,48.0,3.0,黄敏
2371,马克思主义基本原理,48.0,3.0,黄敏
2372,马克思主义基本原理,48.0,3.0,卫离东
2373,马克思主义基本原理,48.0,3.0,卫离东
2374,马克思主义基本原理,48.0,3.0,卫离东
2375,马克思主义基本原理,48.0,3.0,丁中正
2376,习近平新时代中国特色社会主义思想概论,48.0,3.0,陈建兵
2377,习近平新时代中国特色社会主义思想概论,48.0,3.0,陈建兵
2378,习近平新时代中国特色社会主义思想概论,48.0,3.0,杜晓燕
2379,习近平新时代中国特色社会主义思想概论,48.0,3.0,杜晓燕
2380,习近平新时代中国特色社会主义思想概论,48.0,3.0,赵金瑞
2381,习近平新时代中国特色社会主义思想概论,48.0,3.0,赵金瑞
2382,习近平新时代中国特色社会主义思想概论,48.0,3.0,"金新,王琼"
2383,习近平新时代中国特色社会主义思想概论,48.0,3.0,"金新,王琼"
2384,习近平新时代中国特色社会主义思想概论,48.0,3.0,张振
2385,习近平新时代中国特色社会主义思想概论,48.0,3.0,张振
2386,习近平新时代中国特色社会主义思想概论,48.0,3.0,张振
2387,习近平新时代中国特色社会主义思想概论,48.0,3.0,李朝鹏
2388,习近平新时代中国特色社会主义思想概论,48.0,3.0,李朝鹏
2389,习近平新时代中国特色社会主义思想概论,48.0,3.0,刘源
2390,习近平新时代中国特色社会主义思想概论,48.0,3.0,刘源
2391,习近平新时代中国特色社会主义思想概论,48.0,3.0,李晓利
2392,习近平新时代中国特色社会主义思想概论,48.0,3.0,李晓利
2393,习近平新时代中国特色社会主义思想概论,48.0,3.0,李晓利
2394,习近平新时代中国特色社会主义思想概论,48.0,3.0,陆淑敏
2395,习近平新时代中国特色社会主义思想概论,48.0,3.0,陆淑敏
2396,习近平新时代中国特色社会主义思想概论,48.0,3.0,"曹芳,赵军义"
2397,习近平新时代中国特色社会主义思想概论,48.0,3.0,王维国
2398,习近平新时代中国特色社会主义思想概论,48.0,3.0,曹芳
2399,习近平新时代中国特色社会主义思想概论,48.0,3.0,曹芳
2400,习近平新时代中国特色社会主义思想概论,48.0,3.0,邱雨
2401,习近平新时代中国特色社会主义思想概论,48.0,3.0,邱雨
2402,习近平新时代中国特色社会主义思想概论,48.0,3.0,赵军义
2403,习近平新时代中国特色社会主义思想概论,48.0,3.0,赵军义
2404,习近平新时代中国特色社会主义思想概论,48.0,3.0,王欢
2405,习近平新时代中国特色社会主义思想概论,48.0,3.0,王欢
2406,习近平新时代中国特色社会主义思想概论,48.0,3.0,冯晔
2407,习近平新时代中国特色社会主义思想概论,48.0,3.0,冯晔
2408,习近平新时代中国特色社会主义思想概论,48.0,3.0,雷巧玲
2409,习近平新时代中国特色社会主义思想概论,48.0,3.0,雷巧玲
2410,习近平新时代中国特色社会主义思想概论,48.0,3.0,王永香
2411,习近平新时代中国特色社会主义思想概论,48.0,3.0,王永香
2412,习近平新时代中国特色社会主义思想概论,48.0,3.0,刘源
2413,习近平新时代中国特色社会主义思想概论,48.0,3.0,钟湘鸿
2414,习近平新时代中国特色社会主义思想概论,48.0,3.0,辛文
2415,习近平新时代中国特色社会主义思想概论,48.0,3.0,辛文
2416,习近平新时代中国特色社会主义思想概论,48.0,3.0,刘静
2417,习近平新时代中国特色社会主义思想概论,48.0,3.0,刘静
2418,习近平新时代中国特色社会主义思想概论,48.0,3.0,郭小铭
2419,习近平新时代中国特色社会主义思想概论,48.0,3.0,郭小铭
2420,习近平新时代中国特色社会主义思想概论,48.0,3.0,郭小铭
2421,习近平新时代中国特色社会主义思想概论,48.0,3.0,王茜
2422,习近平新时代中国特色社会主义思想概论,48.0,3.0,王茜
2423,习近平新时代中国特色社会主义思想概论,48.0,3.0,叶明
2424,习近平新时代中国特色社会主义思想概论,48.0,3.0,叶明
2425,习近平新时代中国特色社会主义思想概论,48.0,3.0,杨亚萍
2426,习近平新时代中国特色社会主义思想概论,48.0,3.0,杨亚萍
2427,习近平新时代中国特色社会主义思想概论,48.0,3.0,何元茂
2428,习近平新时代中国特色社会主义思想概论,48.0,3.0,马溯川
2429,习近平新时代中国特色社会主义思想概论,48.0,3.0,马溯川
2430,习近平新时代中国特色社会主义思想概论,48.0,3.0,何元茂
2431,中共党史,48.0,3.0,"陆卫明,田建军,杜晓燕"
2432,思想政治教育原理与方法研究,48.0,3.0,"杨华,马忠,燕连福,朱旭,高飞,冯亮,雒自新,武星星"
2433,西方哲学史,48.0,3.0,寇爱林
2434,马克思主义哲学经典著作选读,48.0,3.0,"燕连福,李重,苏玉波,郑冬芳,王维国"
2435,马克思主义哲学原理,48.0,3.0,吴鹏
2436,现代西方经济学流派,48.0,3.0,樊晓燕
2437,伦理学概论,32.0,2.0,雒自新
2438,世界近现代史,48.0,3.0,金新
2439,当代中国政府与政治,32.0,2.0,王维国
2440,马克思主义与当代社会思潮,48.0,3.0,王哲
2441,政治经济学,48.0,3.0,刘儒
2442,形策2025春（专题十一： 两会精神：以人口高质量发展支撑中国式现代化 )武星星,2.0,0.0,武星星
2443,形策2025春（专题十一： 两会精神：以人口高质量发展支撑中国式现代化 )武星星,2.0,0.0,武星星
2444,形策2025春（专题十一： 两会精神：以人口高质量发展支撑中国式现代化 )武星星,2.0,0.0,武星星
2445,形策2025春（专题十一： 两会精神：以人口高质量发展支撑中国式现代化 )武星星,2.0,0.0,武星星
2446,形策2025春（专题十一： 两会精神：以人口高质量发展支撑中国式现代化 )武星星,2.0,0.0,武星星
2447,形策2025春（专题十一： 两会精神：以人口高质量发展支撑中国式现代化 )武星星,2.0,0.0,武星星
2448,形策2025春（专题十一： 两会精神：以人口高质量发展支撑中国式现代化 )武星星,2.0,0.0,武星星
2449,形策2025春（专题十一： 两会精神：以人口高质量发展支撑中国式现代化 )武星星,2.0,0.0,武星星
2450,形策2025春（专题十一： 两会精神：以人口高质量发展支撑中国式现代化 )武星星,2.0,0.0,武星星
2451,形策2025春（专题十一： 两会精神：以人口高质量发展支撑中国式现代化 )武星星,2.0,0.0,武星星
2452,形策2025春（专题九：加快建设教育强国）张丹,2.0,0.0,张丹
2453,形策2025春（专题九：加快建设教育强国）张丹,2.0,0.0,张丹
2454,形策2025春（专题九：加快建设教育强国）张丹,2.0,0.0,张丹
2455,形策2025春（专题九：加快建设教育强国）张丹,2.0,0.0,张丹
2456,形策2025春（专题九：加快建设教育强国）张丹,2.0,0.0,张丹
2457,形策2025春（专题九：加快建设教育强国）张丹,2.0,0.0,张丹
2458,形策2025春（专题十四：新一轮科技革命的趋势与影响）刘珈彤,2.0,0.0,刘珈彤
2459,形策2025春（专题十四：新一轮科技革命的趋势与影响）刘珈彤,2.0,0.0,刘珈彤
2460,形策2025春（专题十四：新一轮科技革命的趋势与影响）刘珈彤,2.0,0.0,刘珈彤
2461,形策2025春（专题十四：新一轮科技革命的趋势与影响）刘珈彤,2.0,0.0,刘珈彤
2462,形策2025春（专题十四：新一轮科技革命的趋势与影响）刘珈彤,2.0,0.0,刘珈彤
2463,形策2025春（专题十四：新一轮科技革命的趋势与影响）刘珈彤,2.0,0.0,刘珈彤
2464,形策2025春（专题十四：新一轮科技革命的趋势与影响）刘珈彤,2.0,0.0,刘珈彤
2465,形策2025春（专题十四：新一轮科技革命的趋势与影响）刘珈彤,2.0,0.0,刘珈彤
2466,形策2025春（专题二：全球治理体系变革）朱旭,2.0,0.0,朱旭
2467,形策2025春（专题二：全球治理体系变革）朱旭,2.0,0.0,朱旭
2468,形策2025春（专题二：全球治理体系变革）朱旭,2.0,0.0,朱旭
2469,形策2025春（专题二：全球治理体系变革）朱旭,2.0,0.0,朱旭
2470,形策2025春（专题六：当前我国社会思潮新趋势及其影响）高飞,2.0,0.0,高飞
2471,形策2025春（专题六：当前我国社会思潮新趋势及其影响）高飞,2.0,0.0,高飞
2472,形策2025春（专题六：当前我国社会思潮新趋势及其影响）高飞,2.0,0.0,高飞
2473,形策2025春（专题六：当前我国社会思潮新趋势及其影响）高飞,2.0,0.0,高飞
2474,形策2025春（专题六：当前我国社会思潮新趋势及其影响）高飞,2.0,0.0,高飞
2475,形策2025春（专题六：当前我国社会思潮新趋势及其影响）高飞,2.0,0.0,高飞
2476,形策2025春（专题五：台湾问题与两岸关系）李家胜,2.0,0.0,李家胜
2477,形策2025春（专题五：台湾问题与两岸关系）李家胜,2.0,0.0,李家胜
2478,形策2025春（专题五：台湾问题与两岸关系）李家胜,2.0,0.0,李家胜
2479,形策2025春（专题五：台湾问题与两岸关系）李家胜,2.0,0.0,李家胜
2480,形策2025春（专题十：加快建设社会主义文化强国）冯亮,2.0,0.0,冯亮
2481,形策2025春（专题十：加快建设社会主义文化强国）冯亮,2.0,0.0,冯亮
2482,形策2025春（专题十：加快建设社会主义文化强国）冯亮,2.0,0.0,冯亮
