S#,C#,GRADE
97216244,1945,89
97216244,3562,87
97216244,2414,44
97216244,3440,62
97216244,0134,44
97216244,0830,42
97216244,0351,80
97216244,2389,100
97216244,3116,33
97216244,3017,87
97216244,0812,39
97216244,1602,63
97216244,0948,33
97216244,3612,91
97216244,1799,67
97216244,0081,86
97216244,0418,32
70788282,2572,45
70788282,3305,78
70788282,2772,60
70788282,3230,68
70788282,2476,64
70788282,3353,54
70788282,2985,40
70788282,0023,84
70788282,0789,39
70788282,1128,45
70788282,0708,31
70788282,3235,44
70788282,0783,99
70788282,2290,42
70788282,2271,32
70788282,0810,58
70788282,2475,46
70788282,0370,31
70788282,2620,53
70788282,1707,38
23257060,1300,83
23257060,3141,68
23257060,0149,75
23257060,0051,60
23257060,1871,63
23257060,3278,46
23257060,3261,74
23257060,0739,39
23257060,0285,56
23257060,2399,83
23257060,2329,71
23257060,0999,74
23257060,0539,80
23257060,0900,71
23257060,1385,59
23257060,1301,38
23257060,2239,41
23257060,1779,42
23257060,3480,69
23257060,2065,53
11117926,3455,57
11117926,3105,83
11117926,0926,97
11117926,1737,56
11117926,0880,45
11117926,2684,65
11117926,0572,53
11117926,0110,95
11117926,2033,76
11117926,1013,32
11117926,0798,73
11117926,0235,67
11117926,3057,66
11117926,0349,90
11117926,0381,81
11117926,3250,47
11117926,1447,87
11117926,1788,90
11117926,0480,39
11117926,2770,83
84668847,1859,69
84668847,0842,66
84668847,1317,64
84668847,3177,56
84668847,1777,44
84668847,2829,79
84668847,2117,33
84668847,1400,41
84668847,2515,80
84668847,1881,64
84668847,0523,93
84668847,3596,31
84668847,2319,46
84668847,0235,34
84668847,2107,83
84668847,2958,57
84668847,0507,35
84668847,1468,81
84668847,3008,44
84668847,0169,72
19431893,1971,72
19431893,0311,65
19431893,1208,65
19431893,0816,49
19431893,0388,82
19431893,3475,37
19431893,1563,93
19431893,1472,91
19431893,0271,75
19431893,2536,74
19431893,3516,68
19431893,2015,51
19431893,0602,69
19431893,3067,86
19431893,2222,36
19431893,1565,53
19431893,2057,77
19431893,0150,40
19431893,1838,45
19431893,2462,31
45557088,3196,75
45557088,2549,61
45557088,3634,40
45557088,2734,71
45557088,1050,63
45557088,0503,46
45557088,1684,97
45557088,3342,72
45557088,0393,86
45557088,0949,88
45557088,2161,68
45557088,0703,100
45557088,2957,86
45557088,1291,73
45557088,2003,30
45557088,0754,78
45557088,2922,57
45557088,1071,60
45557088,2316,97
45557088,2551,70
48398257,1402,86
48398257,1313,79
48398257,1191,75
48398257,3351,95
48398257,1272,45
48398257,1242,71
48398257,1558,63
48398257,3215,93
48398257,2137,88
48398257,3663,58
48398257,2757,63
48398257,3080,51
48398257,1347,55
48398257,2729,61
48398257,3249,99
48398257,0882,51
48398257,3117,98
48398257,2561,99
48398257,1890,46
48398257,0043,84
60972539,0582,64
60972539,1546,100
60972539,2327,71
60972539,1186,36
60972539,0936,58
60972539,2198,52
60972539,1933,95
60972539,3669,34
60972539,1760,57
60972539,1195,51
60972539,3102,63
60972539,1098,37
60972539,3614,94
60972539,1191,76
60972539,1316,42
60972539,0167,64
60972539,3206,89
60972539,1192,33
60972539,2182,65
60972539,2049,48
45730794,1852,35
45730794,1219,65
45730794,0301,96
45730794,3439,41
45730794,1743,97
45730794,2705,40
45730794,2125,71
45730794,3001,56
45730794,0474,30
45730794,2572,73
45730794,3139,71
45730794,0988,80
45730794,1152,79
45730794,3672,72
45730794,2952,34
45730794,3286,90
45730794,3598,33
45730794,2012,65
45730794,0597,44
45730794,2453,84
56024243,0765,83
56024243,2960,62
56024243,1106,79
56024243,0880,98
56024243,1509,44
56024243,3401,60
56024243,1214,94
56024243,0851,61
56024243,2741,36
56024243,0228,51
56024243,0000,35
56024243,3175,75
56024243,1143,75
56024243,1015,62
56024243,2331,78
56024243,3467,80
56024243,3484,47
56024243,0392,56
56024243,0489,73
56024243,0550,34
46134252,3480,68
46134252,3260,34
46134252,1062,47
46134252,2223,86
46134252,3529,97
46134252,2565,74
46134252,1550,40
46134252,2582,63
46134252,3265,100
46134252,0536,83
46134252,0848,72
46134252,2723,32
46134252,1754,75
46134252,1890,48
46134252,3255,82
46134252,2447,65
46134252,0135,86
46134252,2038,100
46134252,3396,98
46134252,2130,53
99012980,1398,76
99012980,1650,48
99012980,2532,72
99012980,1507,100
99012980,2382,86
99012980,1190,47
99012980,3125,92
99012980,3488,57
99012980,0895,40
99012980,3628,98
99012980,2155,73
99012980,1740,48
99012980,0180,63
99012980,3394,85
99012980,0981,58
99012980,0489,100
99012980,0272,85
99012980,3266,36
99012980,0817,70
99012980,1258,51
95711745,2245,50
95711745,2469,68
95711745,0977,78
95711745,3103,58
95711745,1232,81
95711745,1916,37
95711745,1505,56
95711745,1046,62
95711745,3589,93
95711745,1098,63
95711745,3117,90
95711745,2425,39
95711745,0966,78
95711745,3096,62
95711745,0476,76
95711745,1745,39
95711745,1827,43
95711745,2224,94
95711745,1652,45
95711745,0950,40
70110488,1038,40
70110488,3465,40
70110488,1353,99
70110488,1047,59
70110488,2067,85
70110488,1208,43
70110488,0658,72
70110488,2098,89
70110488,2443,59
70110488,3378,94
70110488,0467,30
70110488,1376,51
70110488,1228,83
70110488,0745,57
70110488,2717,62
70110488,1464,31
70110488,1795,58
70110488,1618,75
70110488,2699,63
70110488,1198,86
23251354,1721,44
23251354,2645,69
23251354,0988,85
23251354,3050,50
23251354,3450,57
23251354,0170,41
23251354,3438,71
23251354,0830,62
23251354,2420,87
23251354,0654,56
23251354,0455,99
23251354,3219,30
23251354,3674,59
23251354,0471,46
23251354,1189,88
23251354,2582,68
23251354,0797,48
23251354,2293,80
23251354,3039,66
23251354,2568,77
75843298,2922,30
75843298,3441,95
75843298,2180,80
75843298,2944,33
75843298,3045,66
75843298,1686,53
75843298,3183,69
75843298,3421,53
75843298,3288,31
75843298,2019,62
75843298,3360,48
75843298,0079,93
75843298,1231,59
75843298,0380,85
75843298,2038,66
75843298,3622,69
75843298,0217,74
75843298,3586,32
75843298,2155,41
75843298,1533,82
34115701,0403,37
34115701,0574,35
34115701,1675,60
34115701,3234,36
34115701,2454,57
34115701,2842,64
34115701,2235,61
34115701,3206,40
34115701,0851,75
34115701,2301,31
34115701,2360,65
34115701,0921,76
34115701,2804,35
34115701,1937,74
34115701,2507,79
34115701,0095,53
34115701,2955,35
34115701,1330,34
34115701,0979,43
34115701,0596,70
18357386,2368,70
18357386,1457,70
18357386,3566,82
18357386,1495,79
18357386,0708,40
18357386,2434,96
18357386,1276,59
18357386,3389,33
18357386,1327,55
18357386,0383,48
18357386,0880,59
18357386,3053,51
18357386,0342,66
18357386,0668,39
18357386,3199,91
18357386,3640,39
18357386,3597,76
18357386,0933,85
18357386,0588,69
18357386,2694,30
34529580,3206,57
34529580,0041,85
34529580,1117,59
34529580,0760,39
34529580,2209,79
34529580,3605,72
34529580,3228,80
34529580,1287,81
34529580,3562,74
34529580,0887,46
34529580,3446,49
34529580,3418,82
34529580,2450,57
34529580,3599,96
34529580,1822,30
34529580,0574,62
34529580,0853,90
34529580,3108,38
34529580,2674,38
34529580,3618,43
93775811,1500,53
93775811,0019,56
93775811,0989,70
93775811,1818,52
93775811,0603,80
93775811,2870,91
93775811,1324,35
93775811,1846,88
93775811,1508,75
93775811,0221,56
93775811,1601,53
93775811,2366,45
93775811,2550,87
93775811,3245,71
93775811,3200,30
93775811,2451,96
93775811,0014,62
93775811,3515,56
93775811,0201,76
93775811,2950,54
56511476,3149,68
56511476,2211,49
56511476,2034,93
56511476,0490,52
56511476,3392,71
56511476,0822,87
56511476,3424,74
56511476,3347,71
56511476,2171,74
56511476,3565,58
56511476,2267,57
56511476,0801,92
56511476,1608,79
56511476,1039,89
56511476,0369,34
56511476,1792,91
56511476,1048,58
56511476,2915,48
56511476,0677,93
56511476,2220,37
43773120,2991,41
43773120,2644,32
43773120,2894,81
43773120,0219,72
43773120,0875,45
43773120,3088,72
43773120,3372,85
43773120,3091,88
43773120,0208,30
43773120,1210,40
43773120,1626,39
43773120,0463,100
43773120,0205,49
43773120,0438,93
43773120,1239,49
43773120,0528,93
43773120,2706,55
43773120,0733,78
43773120,1031,45
43773120,2115,80
25727264,2759,72
25727264,0083,30
25727264,3612,99
25727264,0479,62
25727264,3258,73
25727264,1664,77
25727264,1686,41
25727264,2614,65
25727264,3221,47
25727264,0851,32
25727264,1188,51
25727264,1756,86
25727264,2735,95
25727264,1169,80
25727264,0227,69
25727264,1470,92
25727264,0869,87
25727264,2109,76
25727264,1850,91
25727264,2489,36
61902205,2602,42
61902205,3580,36
61902205,1145,66
61902205,3023,74
61902205,1235,53
61902205,0220,63
61902205,3679,100
61902205,0254,41
61902205,1321,83
61902205,1020,51
61902205,3012,62
61902205,2735,90
61902205,0250,54
61902205,1434,57
61902205,2134,47
61902205,3499,50
61902205,1176,70
61902205,3533,34
61902205,2253,42
61902205,3432,35
18795090,1208,68
18795090,2475,79
18795090,0245,36
18795090,1053,32
18795090,2911,42
18795090,3270,59
18795090,1941,72
18795090,2119,39
18795090,0607,36
18795090,2429,63
18795090,1231,97
18795090,3310,31
18795090,1211,66
18795090,1674,100
18795090,0543,70
18795090,3002,38
18795090,2877,91
18795090,0140,42
18795090,3575,61
18795090,2839,95
31972213,2122,88
31972213,2004,57
31972213,0150,86
31972213,2007,73
31972213,1368,61
31972213,2151,78
31972213,2309,51
31972213,3464,70
31972213,0101,33
31972213,0490,42
31972213,1170,73
31972213,0875,72
31972213,0215,97
31972213,2090,41
31972213,0676,71
31972213,1071,32
31972213,0088,75
31972213,3677,45
31972213,3057,59
31972213,0265,60
34405099,0611,60
34405099,1460,72
34405099,1948,72
34405099,0167,75
34405099,0870,89
34405099,1598,36
34405099,0262,96
34405099,3058,34
34405099,0946,98
34405099,1022,41
34405099,2513,49
34405099,3373,42
34405099,2076,72
34405099,3036,57
34405099,0735,35
34405099,1999,48
34405099,2198,54
34405099,1532,86
34405099,0628,54
34405099,0294,87
65554946,2393,52
65554946,1817,76
65554946,1720,50
65554946,2998,83
65554946,0468,45
65554946,3207,30
65554946,1137,93
65554946,0039,46
65554946,1551,90
65554946,3563,49
65554946,1335,67
65554946,1821,41
65554946,1604,94
65554946,3492,97
65554946,3648,36
65554946,3086,57
65554946,2323,84
65554946,1115,90
65554946,2257,90
65554946,0429,76
60055525,3640,85
60055525,0480,81
60055525,3426,91
60055525,2438,40
60055525,0833,60
60055525,0850,34
60055525,2459,51
60055525,1483,41
60055525,0119,44
60055525,2318,30
60055525,1031,54
60055525,2940,40
60055525,2357,68
60055525,1938,80
60055525,1651,67
60055525,3479,79
60055525,2411,45
60055525,1989,54
60055525,2079,30
60055525,2496,85
54013726,3513,42
54013726,3119,63
54013726,2185,47
54013726,0160,67
54013726,0750,76
54013726,3042,84
54013726,0021,33
54013726,3035,68
54013726,3648,61
54013726,0209,90
54013726,2772,58
54013726,0381,83
54013726,1907,60
54013726,2137,48
54013726,0233,99
54013726,0870,48
54013726,3402,86
54013726,1585,46
54013726,0672,56
54013726,1371,89
76253912,2538,47
76253912,2972,32
76253912,1694,61
76253912,1744,58
76253912,0399,53
76253912,3613,40
76253912,3630,41
76253912,0491,66
76253912,2497,94
76253912,0458,72
76253912,3008,100
76253912,2501,53
76253912,0395,82
76253912,0998,88
76253912,2900,96
76253912,0822,78
76253912,3667,88
76253912,0381,91
76253912,3627,48
76253912,3445,84
55713690,0860,80
55713690,2062,34
55713690,1675,46
55713690,3428,74
55713690,0077,72
55713690,0991,51
55713690,0468,34
55713690,3544,86
55713690,0672,36
55713690,2281,96
55713690,3533,68
55713690,2133,68
55713690,1369,81
55713690,2394,84
55713690,3040,74
55713690,1422,37
55713690,0027,44
55713690,0263,60
55713690,2958,43
55713690,1247,81
81071308,0379,53
81071308,2844,58
81071308,1764,87
81071308,0115,47
81071308,0141,66
81071308,1472,39
81071308,1066,38
81071308,3493,36
81071308,0135,50
81071308,0633,94
81071308,2080,67
81071308,2044,94
81071308,0622,77
81071308,3131,44
81071308,0151,83
81071308,2460,46
81071308,2991,67
81071308,1068,80
81071308,1464,97
81071308,0432,54
41582417,0466,76
41582417,0662,53
41582417,3234,30
41582417,2275,92
41582417,0560,41
41582417,0378,56
41582417,0127,47
41582417,1392,37
41582417,1770,41
41582417,1067,85
41582417,2655,45
41582417,2853,74
41582417,2987,86
41582417,2585,67
41582417,3590,55
41582417,2602,82
41582417,1260,40
41582417,2509,43
41582417,0086,70
41582417,3651,30
77733606,0444,39
77733606,1160,71
77733606,0926,63
77733606,1923,92
77733606,2767,100
77733606,3005,83
77733606,0532,70
77733606,1309,37
77733606,1199,66
77733606,0180,30
77733606,1382,65
77733606,0773,61
77733606,2836,76
77733606,0249,46
77733606,1849,50
77733606,2431,79
77733606,2168,100
77733606,0621,62
77733606,1957,32
77733606,3327,49
32499948,0986,41
32499948,1108,65
32499948,2689,59
32499948,3150,91
32499948,2901,64
32499948,0791,49
32499948,1457,73
32499948,0535,94
32499948,1007,94
32499948,0125,81
32499948,2614,41
32499948,2646,32
32499948,1945,54
32499948,1491,91
32499948,3473,79
32499948,0381,63
32499948,3457,36
32499948,3252,40
32499948,2670,91
32499948,3142,65
67256072,1029,34
67256072,1817,59
67256072,3263,64
67256072,2387,43
67256072,1534,61
67256072,2283,77
67256072,2180,90
67256072,0272,82
67256072,2649,50
67256072,0805,75
67256072,0194,51
67256072,3014,85
67256072,1960,77
67256072,2049,82
67256072,2032,75
67256072,1119,91
67256072,3184,52
67256072,1828,63
67256072,1389,94
67256072,0951,87
60833581,2000,78
60833581,3087,66
60833581,3104,32
60833581,2718,96
60833581,2479,68
60833581,0659,57
60833581,1172,88
60833581,1019,64
60833581,2587,59
60833581,2491,96
60833581,0029,41
60833581,3564,64
60833581,3586,33
60833581,3096,65
60833581,0610,73
60833581,1224,64
60833581,1378,61
60833581,3664,68
60833581,2765,64
60833581,2912,59
61621006,3452,88
61621006,1454,38
61621006,2857,73
61621006,3382,55
61621006,0124,45
61621006,2547,89
61621006,2904,43
61621006,0031,71
61621006,3262,44
61621006,2655,70
61621006,0943,92
61621006,0992,89
61621006,0657,40
61621006,3333,71
61621006,0437,90
61621006,1012,97
61621006,2841,56
61621006,2792,98
61621006,1615,76
61621006,2203,37
55883932,0986,100
55883932,0543,74
55883932,1211,41
55883932,3547,47
55883932,2167,93
55883932,2795,88
55883932,0462,61
55883932,3276,54
55883932,0885,55
55883932,1193,81
55883932,2301,87
55883932,2113,81
55883932,0693,84
55883932,3581,65
55883932,2037,54
55883932,0449,81
55883932,2028,66
55883932,2599,85
55883932,2879,32
55883932,3440,33
43821945,2857,46
43821945,1797,76
43821945,2585,80
43821945,0357,33
43821945,0275,47
43821945,3612,57
43821945,1557,45
43821945,1102,40
43821945,0312,79
43821945,1717,33
43821945,1242,88
43821945,3656,53
43821945,1790,49
43821945,2676,76
43821945,0138,85
43821945,0593,90
43821945,2426,74
43821945,0669,64
43821945,1227,62
43821945,2966,66
86058953,1858,95
86058953,1043,86
86058953,0961,96
86058953,0416,94
86058953,0346,68
86058953,1630,77
86058953,0953,81
86058953,1563,37
86058953,2526,61
86058953,2757,53
86058953,2971,69
86058953,1743,99
86058953,1167,69
86058953,2516,44
86058953,3082,30
86058953,3129,32
86058953,2909,92
86058953,3198,34
86058953,2744,57
86058953,0042,41
82445131,3645,97
82445131,2004,34
82445131,3531,97
82445131,3120,80
82445131,2199,42
82445131,3287,39
82445131,2734,66
82445131,0919,52
82445131,0871,58
82445131,2003,59
82445131,0918,84
82445131,2375,87
82445131,1346,38
82445131,3627,74
82445131,2444,61
82445131,2712,71
82445131,1684,30
82445131,0485,93
82445131,2858,98
82445131,0158,80
11823860,1908,63
11823860,1198,65
11823860,2480,36
11823860,2424,41
11823860,1072,92
11823860,0310,41
11823860,2359,30
11823860,2468,71
11823860,1986,34
11823860,1600,79
11823860,2170,91
11823860,1773,54
11823860,1864,67
11823860,2900,67
11823860,2268,40
11823860,1155,98
11823860,1865,43
11823860,1426,56
11823860,2893,57
11823860,2919,100
89417338,1659,54
89417338,1650,61
89417338,1420,41
89417338,3618,50
89417338,2766,82
89417338,1711,98
89417338,0554,39
89417338,0446,47
89417338,1548,30
89417338,2961,34
89417338,1319,70
89417338,0037,34
89417338,0364,62
89417338,2876,100
89417338,0229,52
89417338,0413,38
89417338,1914,57
89417338,3184,30
89417338,1901,90
89417338,2556,37
92761508,2239,44
92761508,1525,38
92761508,3565,36
92761508,3045,64
92761508,1073,35
92761508,3611,62
92761508,0747,33
92761508,2818,64
92761508,0241,59
92761508,3405,73
92761508,0471,88
92761508,3490,35
92761508,0890,64
92761508,1112,82
92761508,1104,71
92761508,3376,97
92761508,3371,99
92761508,3274,44
92761508,2642,89
92761508,0501,54
80201496,2615,81
80201496,1742,98
80201496,2031,40
80201496,3546,63
80201496,0171,39
80201496,2976,51
80201496,0330,85
80201496,3163,68
80201496,1578,98
80201496,3454,75
80201496,0090,74
80201496,0179,93
80201496,1064,85
80201496,0613,41
80201496,1866,41
80201496,2349,36
80201496,0314,70
80201496,0144,63
80201496,1819,31
80201496,0655,34
32911180,2281,97
32911180,2946,73
32911180,2385,86
32911180,2477,95
32911180,2641,45
32911180,2579,70
32911180,1671,54
32911180,2812,42
32911180,2094,93
32911180,2586,50
32911180,0573,91
32911180,3009,36
32911180,3506,40
32911180,1366,96
32911180,1414,66
32911180,1774,93
32911180,1108,55
32911180,3586,87
32911180,0459,54
32911180,2912,41
75162244,0484,54
75162244,0581,36
75162244,2636,35
75162244,3104,66
75162244,0440,75
75162244,3495,52
75162244,0639,89
75162244,1733,33
75162244,3393,50
75162244,0790,91
75162244,0086,65
75162244,0393,63
75162244,3071,58
75162244,1492,47
75162244,2128,53
75162244,1670,48
75162244,1805,89
75162244,1458,59
75162244,1569,31
75162244,2174,72
34156756,1052,54
34156756,0372,45
34156756,1672,36
34156756,2527,43
34156756,0436,67
34156756,3492,85
34156756,0147,38
34156756,2437,43
34156756,2288,53
34156756,0220,43
34156756,0521,81
34156756,3319,38
34156756,0658,32
34156756,2478,78
34156756,3336,39
34156756,3525,49
34156756,2555,78
34156756,0885,100
34156756,1129,71
34156756,2934,53
43993042,2877,93
43993042,1554,41
43993042,3635,59
43993042,1841,30
43993042,1065,34
43993042,0821,85
43993042,1435,58
43993042,2997,48
43993042,0240,40
43993042,1720,51
43993042,2115,78
43993042,0018,82
43993042,2695,77
43993042,3200,86
43993042,1513,77
43993042,0897,76
43993042,0890,57
43993042,2283,82
43993042,0639,84
43993042,2481,80
68808108,2896,59
68808108,3299,88
68808108,2771,57
68808108,3431,54
68808108,0900,55
68808108,0703,63
68808108,3242,55
68808108,2170,94
68808108,2331,91
68808108,1569,57
68808108,2457,85
68808108,1402,83
68808108,1273,66
68808108,2806,75
68808108,1878,81
68808108,3404,60
68808108,1535,31
68808108,1439,86
68808108,2054,30
68808108,1287,94
64820339,2212,44
64820339,2712,69
64820339,0617,93
64820339,0896,50
64820339,3041,59
64820339,1817,99
64820339,2640,69
64820339,1749,71
64820339,1741,57
64820339,0813,68
64820339,3402,30
64820339,1726,85
64820339,1457,71
64820339,0467,74
64820339,3463,33
64820339,1555,69
64820339,2872,41
64820339,1065,38
64820339,1552,46
64820339,1449,68
10479479,0772,82
10479479,3376,67
10479479,0133,81
10479479,3584,100
10479479,3300,88
10479479,3387,98
10479479,2278,89
10479479,3015,70
10479479,0921,92
10479479,0841,91
10479479,1753,57
10479479,3525,55
10479479,3426,94
10479479,0205,31
10479479,2152,76
10479479,2360,78
10479479,0367,83
10479479,3092,91
10479479,1519,51
10479479,1722,71
36144359,2891,77
36144359,2267,55
36144359,2043,72
36144359,3418,64
36144359,0700,32
36144359,2096,94
36144359,2352,74
36144359,1855,94
36144359,1424,35
36144359,0572,94
36144359,0644,59
36144359,0945,37
36144359,2341,84
36144359,0438,72
36144359,2093,37
36144359,1454,66
36144359,0192,37
36144359,0906,39
36144359,1749,65
36144359,2081,54
67483619,2345,96
67483619,2382,57
67483619,3139,76
67483619,0231,31
67483619,3505,47
67483619,0964,67
67483619,2137,81
67483619,0596,48
67483619,0475,71
67483619,0459,50
67483619,2050,32
67483619,0479,65
67483619,0980,30
67483619,0288,70
67483619,1351,40
67483619,3356,87
67483619,1804,74
67483619,3177,75
67483619,0941,57
67483619,0047,98
52629232,0503,35
52629232,1987,30
52629232,1655,77
52629232,0227,56
52629232,0120,72
52629232,0751,38
52629232,3557,97
52629232,0960,43
52629232,0658,89
52629232,2183,40
52629232,1590,100
52629232,3450,91
52629232,1376,56
52629232,1977,50
52629232,2291,52
52629232,0204,84
52629232,1163,34
52629232,1263,59
52629232,2224,41
52629232,1247,40
26374540,3421,62
26374540,3177,68
26374540,3181,33
26374540,2193,72
26374540,2014,38
26374540,2907,76
26374540,0120,81
26374540,2468,93
26374540,0209,94
26374540,2185,42
26374540,1935,33
26374540,0713,39
26374540,0598,37
26374540,1145,46
26374540,2752,62
26374540,0192,54
26374540,2043,38
26374540,1568,49
26374540,3423,72
26374540,2092,46
20570070,1127,37
20570070,2006,51
20570070,0102,34
20570070,0606,57
20570070,3020,95
20570070,0546,93
20570070,1377,48
20570070,2285,56
20570070,1477,53
20570070,0959,42
20570070,2813,31
20570070,0474,96
20570070,0197,70
20570070,2448,87
20570070,3044,36
20570070,0754,31
20570070,1934,99
20570070,0701,30
20570070,2628,43
20570070,2792,66
25933233,1007,62
25933233,1576,51
25933233,1388,69
25933233,2276,34
25933233,0248,76
25933233,0952,48
25933233,1714,33
25933233,2193,30
25933233,2889,37
25933233,3673,88
25933233,0534,91
25933233,1486,52
25933233,3660,85
25933233,1768,78
25933233,0357,89
25933233,2688,65
25933233,1249,75
25933233,1466,67
25933233,1416,33
25933233,2273,84
84574347,2073,47
84574347,2911,45
84574347,1672,51
84574347,1079,92
84574347,3266,83
84574347,0629,90
84574347,0281,79
84574347,2896,39
84574347,3647,99
84574347,1216,90
84574347,1719,33
84574347,1200,37
84574347,0558,75
84574347,3413,95
84574347,0322,45
84574347,3360,100
84574347,2907,52
84574347,2461,92
84574347,0285,81
84574347,0131,56
53858429,3019,84
53858429,0115,83
53858429,1335,67
53858429,1902,63
53858429,0230,49
53858429,0957,92
53858429,0027,42
53858429,3500,94
53858429,1467,31
53858429,2171,57
53858429,0275,59
53858429,0831,83
53858429,0434,94
53858429,1912,84
53858429,2070,100
53858429,2932,97
53858429,0694,55
53858429,3050,98
53858429,1250,71
53858429,1670,63
20537150,1935,97
20537150,0616,40
20537150,3499,76
20537150,2859,92
20537150,3269,98
20537150,1976,93
20537150,0436,49
20537150,1564,68
20537150,3185,36
20537150,2222,97
20537150,3391,53
20537150,0991,57
20537150,1635,48
20537150,2468,48
20537150,2269,45
20537150,1523,38
20537150,1612,37
20537150,0017,30
20537150,3523,71
20537150,2517,66
20369453,3273,67
20369453,0337,76
20369453,0341,53
20369453,2633,42
20369453,0574,70
20369453,2274,75
20369453,3255,72
20369453,2557,60
20369453,1228,76
20369453,1218,80
20369453,0676,37
20369453,3521,52
20369453,0112,36
20369453,3079,75
20369453,0295,84
20369453,1605,31
20369453,2038,73
20369453,0891,69
20369453,3001,73
20369453,2736,75
82909858,2943,92
82909858,1850,99
82909858,2015,48
82909858,3065,82
82909858,3418,54
82909858,1782,92
82909858,2671,94
82909858,2430,69
82909858,2477,30
82909858,0003,100
82909858,1660,60
82909858,2421,38
82909858,2136,82
82909858,1971,96
82909858,0085,66
82909858,1370,58
82909858,0576,47
82909858,2501,91
82909858,0919,61
82909858,0371,66
17044765,0666,30
17044765,0008,39
17044765,3620,33
17044765,1462,34
17044765,1828,35
17044765,1350,48
17044765,0199,74
17044765,0299,82
17044765,2554,63
17044765,1095,54
17044765,2136,57
17044765,1728,65
17044765,3124,77
17044765,3196,70
17044765,3001,73
17044765,1469,61
17044765,2300,58
17044765,1251,58
17044765,1097,77
17044765,0270,40
17971696,1132,44
17971696,1153,46
17971696,1361,75
17971696,0006,55
17971696,3301,33
17971696,1604,77
17971696,3464,61
17971696,0724,70
17971696,1473,47
17971696,3270,88
17971696,0655,43
17971696,2491,67
17971696,1706,52
17971696,3102,48
17971696,0456,57
17971696,3613,69
17971696,1933,100
17971696,3413,60
17971696,2126,75
17971696,1590,75
99569360,1526,50
99569360,0529,92
99569360,3328,80
99569360,1431,86
99569360,2850,74
99569360,2950,35
99569360,1820,80
99569360,2482,96
99569360,3408,65
99569360,0990,34
99569360,0886,85
99569360,1939,63
99569360,1539,68
99569360,0672,30
99569360,2585,73
99569360,3014,89
99569360,0394,53
99569360,1600,35
99569360,0116,90
99569360,2821,63
63771035,1494,53
63771035,2607,48
63771035,1915,44
63771035,2862,91
63771035,2094,31
63771035,1000,76
63771035,1444,74
63771035,1920,68
63771035,1099,97
63771035,3243,94
63771035,0303,67
63771035,3676,56
63771035,0378,59
63771035,3173,67
63771035,3513,46
63771035,0102,79
63771035,2928,90
63771035,3202,69
63771035,2388,64
63771035,1021,45
68647191,3482,75
68647191,2388,76
68647191,1965,82
68647191,0589,41
68647191,2234,70
68647191,1004,86
68647191,1020,97
68647191,2312,97
68647191,0162,93
68647191,2311,95
68647191,3121,30
68647191,2866,70
68647191,0940,70
68647191,2101,39
68647191,0671,59
68647191,0367,48
68647191,0517,78
68647191,2754,41
68647191,0897,67
68647191,1893,83
61000460,3450,44
61000460,1966,30
61000460,0799,95
61000460,1690,78
61000460,1929,64
61000460,0895,32
61000460,0481,62
61000460,0681,30
61000460,3117,55
61000460,0046,84
61000460,0368,47
61000460,0208,64
61000460,1336,79
61000460,1601,50
61000460,2669,50
61000460,2204,94
61000460,1544,60
61000460,2057,63
61000460,2740,87
61000460,2083,84
91235910,1683,43
91235910,2096,69
91235910,1538,66
91235910,2943,51
91235910,1127,34
91235910,2603,35
91235910,2216,59
91235910,1404,54
91235910,3533,54
91235910,3243,63
91235910,2432,51
91235910,3276,38
91235910,0271,44
91235910,2142,70
91235910,2731,54
91235910,3002,87
91235910,1872,68
91235910,2356,30
91235910,3289,41
91235910,1314,79
22531950,1431,97
22531950,2200,31
22531950,3368,87
22531950,0166,57
22531950,1185,81
22531950,1935,53
22531950,3009,76
22531950,1865,39
22531950,3552,60
22531950,1078,38
22531950,3293,91
22531950,2147,49
22531950,3470,58
22531950,0370,54
22531950,0872,57
22531950,2027,30
22531950,1089,65
22531950,0760,76
22531950,1178,40
22531950,1138,77
46800369,3531,71
46800369,0698,30
46800369,0530,91
46800369,2964,51
46800369,2150,97
46800369,0293,58
46800369,3288,43
46800369,0451,32
46800369,0900,36
46800369,1999,41
46800369,3612,40
46800369,2386,97
46800369,2234,60
46800369,1041,61
46800369,0905,39
46800369,1060,71
46800369,0083,84
46800369,0914,85
46800369,1267,88
46800369,2051,93
46780445,2546,61
46780445,1015,76
46780445,0998,84
46780445,0598,96
46780445,0179,54
46780445,3550,96
46780445,2744,93
46780445,1109,58
46780445,1860,30
46780445,0463,53
46780445,0604,69
46780445,2686,91
46780445,0276,72
46780445,3609,43
46780445,0589,87
46780445,0245,43
46780445,3675,97
46780445,0532,68
46780445,3613,57
46780445,2026,85
94521380,2547,89
94521380,1636,95
94521380,1402,76
94521380,2250,69
94521380,0658,68
94521380,3629,82
94521380,3131,65
94521380,2262,75
94521380,1580,64
94521380,0955,43
94521380,0103,59
94521380,0913,36
94521380,1912,87
94521380,0785,31
94521380,0924,93
94521380,2524,83
94521380,2258,70
94521380,0570,68
94521380,0587,48
94521380,2019,37
27906149,2129,68
27906149,1205,75
27906149,3550,34
27906149,0523,53
27906149,1513,81
27906149,1172,55
27906149,1754,58
27906149,0006,86
27906149,3294,73
27906149,0098,61
27906149,2471,81
27906149,2340,92
27906149,0349,58
27906149,0148,78
27906149,0961,78
27906149,2794,42
27906149,2260,65
